NDC,PRODUCT_NAME,DRUG_NAME,RxCUI,BRAND_NAME,MULTI_INGREDIENT
62207049149,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071427009,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
10544094430,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
10544094490,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610030480,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610030494,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049131,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
61919045060,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518051200,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071427003,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071427006,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049154,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049647,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049654,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
67296152703,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68645012059,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
61919045030,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049135,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049143,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090539600,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
61919045090,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72578003501,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72578003505,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65841002701,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65841002705,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335131001,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335131002,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
51224000760,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29300038901,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29300038910,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518051201,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518051202,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518051203,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518051204,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42291061001,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42291061010,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42291061018,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29033005505,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288307,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288308,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
00378035205,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
76519119206,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288301,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288302,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288303,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288304,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288305,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288306,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42291061036,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42291061090,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629288309,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934013430,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934013460,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934013490,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934013498,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
55700032060,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090488400,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29300038905,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090539601,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090539602,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090539603,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090539700,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629816601,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629816602,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
51224000750,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
51224000770,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
60505026007,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610044753,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29300038919,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518326000,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934078830,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934078860,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934078890,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70934078898,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29033005501,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
29033005510,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
53746017801,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
53746017805,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
53746017810,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
53746017830,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
53746017890,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
25000010103,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
25000010112,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
25000010197,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
25000010198,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
00615841539,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65862029101,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65862029105,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65862029130,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72189006490,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72189015030,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72189015090,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
00615828939,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
76385012801,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071427002,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058694,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
76385012810,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
76385012850,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610057860,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610057870,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610057880,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610057894,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058660,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62207049147,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045480,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045494,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058760,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058770,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058780,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058794,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610061360,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610061380,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058670,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610044730,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610058680,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610044760,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788720403,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788720406,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788720408,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788720409,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
60505026001,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
60505026002,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045470,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045794,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045492,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610053330,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610044770,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610044780,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610044794,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045430,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045453,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045460,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788720401,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610053353,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045730,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045753,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045760,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045770,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045780,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610045792,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610061394,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
43063042893,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
43063042890,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610053360,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610053370,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610053380,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610055430,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610055460,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610055470,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71610055492,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789010590,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789010593,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789000990,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789000993,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789005930,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789005960,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789005990,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789005993,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789010501,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789010582,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088601,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789000960,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
72789010595,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
49483062301,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
49483062309,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
49483062310,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
49483062350,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
75834050001,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
75834050005,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42806063205,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42806063210,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
10544024860,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
10544024890,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071311102,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071311103,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071311106,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071311108,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68071311109,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63187077960,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
10544024802,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65162017889,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
67296164303,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
67296170103,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205037230,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205037260,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205037290,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70010049101,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70010049105,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65162017850,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
61919092260,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70010049110,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70010049118,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70010049119,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63304086001,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63304086030,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
76519115203,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63629914601,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65162017811,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70010049109,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62756014201,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090371900,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090371901,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090371902,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
50090371903,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65162017803,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65162017809,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65162017810,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
10544024830,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
62756014202,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205018620,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205018630,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205018660,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205018672,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71205018690,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
00781550301,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
15338040060,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
42806063201,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
65841080977,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
67877015901,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
67877015905,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
67877015910,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788693201,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788693203,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788693206,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788693208,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68788693209,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63187077990,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088605,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088606,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088607,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088608,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088609,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
43063042860,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63187077920,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
70518160604,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088603,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335088604,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
48433032601,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
55700073460,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
55700073490,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
68084007211,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
43063042830,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63187077900,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
71335072001,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
63187077930,24 hr metformin hydrochloride 500 mg extended release oral tablet,metformin,6809,,FALSE
