NDC,PRODUCT_NAME,ACTIVE,START_DATE,END_DATE,BRAND_GENERIC,MULTI_INGREDIENT
71335158303,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
42291013190,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
71335158301,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
50090495201,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
00054014125,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
16252052401,acarbose 50 mg oral tablet,FALSE,200807,202106,generic,FALSE
69543012111,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
43353095109,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
53217013390,acarbose 50 mg oral tablet,FALSE,201409,202010,generic,FALSE
53217013360,acarbose 50 mg oral tablet,FALSE,201409,202010,generic,FALSE
16252052400,acarbose 50 mg oral tablet,FALSE,200912,201212,generic,FALSE
00115115103,acarbose 50 mg oral tablet,FALSE,200907,201608,generic,FALSE
47781034101,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
00115115101,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
64896115101,acarbose 50 mg oral tablet,FALSE,200907,201206,generic,FALSE
11788004001,acarbose 50 mg oral tablet,FALSE,202011,202201,generic,FALSE
53217013330,acarbose 50 mg oral tablet,FALSE,201409,202010,generic,FALSE
71335158302,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
51862021101,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
23155014810,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
41284052400,acarbose 50 mg oral tablet,FALSE,200810,201206,generic,FALSE
00378282110,acarbose 50 mg oral tablet,FALSE,201102,201706,generic,FALSE
00115115102,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
23155014801,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
41284052401,acarbose 50 mg oral tablet,FALSE,200810,201206,generic,FALSE
50090411500,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
23155014805,acarbose 50 mg oral tablet,TRUE,190001,,generic,FALSE
50419086148,acarbose 50 mg oral tablet [precose],TRUE,190001,,brand,FALSE
54868382300,acarbose 50 mg oral tablet [precose],FALSE,200706,201212,brand,FALSE
63629160102,acarbose 50 mg oral tablet [precose],TRUE,190001,,brand,FALSE
54569450100,acarbose 50 mg oral tablet [precose],FALSE,200706,201706,brand,FALSE
12527286104,acarbose 50 mg oral tablet [precose],FALSE,200905,201206,brand,FALSE
54868382301,acarbose 50 mg oral tablet [precose],FALSE,200706,201601,brand,FALSE
50419086151,acarbose 50 mg oral tablet [precose],TRUE,190001,,brand,FALSE
63629160101,acarbose 50 mg oral tablet [precose],TRUE,190001,,brand,FALSE
68788286103,acarbose 50 mg oral tablet [precose],FALSE,200706,201206,brand,FALSE
00026286151,acarbose 50 mg oral tablet [precose],FALSE,200706,201309,brand,FALSE
43353090809,acarbose 50 mg oral tablet [precose],FALSE,201407,202006,brand,FALSE
00026286148,acarbose 50 mg oral tablet [precose],FALSE,200706,201212,brand,FALSE
12527286109,acarbose 50 mg oral tablet [precose],FALSE,200706,201206,brand,FALSE
54274023810,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00405402401,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00536300101,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00686044202,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
51129536301,acetohexamide 250 mg oral tablet,FALSE,200706,201206,generic,FALSE
00904199061,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044202,acetohexamide 250 mg oral tablet,FALSE,200706,201212,generic,FALSE
00894593101,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00591559801,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00002210303,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044204,acetohexamide 250 mg oral tablet,FALSE,200706,201212,generic,FALSE
00002210350,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00839738614,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00839738606,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00894593102,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00904199060,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044205,acetohexamide 250 mg oral tablet,FALSE,200706,201212,generic,FALSE
00002210333,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00364223201,acetohexamide 250 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044220,acetohexamide 250 mg oral tablet,FALSE,200706,201212,generic,FALSE
00002210322,acetohexamide 250 mg oral tablet [dymelor],FALSE,200706,201102,brand,FALSE
51432003103,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044320,acetohexamide 500 mg oral tablet,FALSE,200706,201212,generic,FALSE
00405402501,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
51129157301,acetohexamide 500 mg oral tablet,FALSE,200706,201206,generic,FALSE
00591559700,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044305,acetohexamide 500 mg oral tablet,FALSE,200706,201212,generic,FALSE
00555044304,acetohexamide 500 mg oral tablet,FALSE,200706,201212,generic,FALSE
00002210733,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00904199161,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
54274023910,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00839738706,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00002210703,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00591559701,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00364223301,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00904199160,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00536300201,acetohexamide 500 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555044302,acetohexamide 500 mg oral tablet,FALSE,200706,201212,generic,FALSE
00002210750,acetohexamide 500 mg oral tablet [dymelor],FALSE,200706,201102,brand,FALSE
00002210722,acetohexamide 500 mg oral tablet [dymelor],FALSE,200706,201102,brand,FALSE
00173086761,0.5 ml albiglutide 100 mg/ml pen injector [tanzeum],FALSE,201507,202008,brand,FALSE
00173086702,0.5 ml albiglutide 100 mg/ml pen injector [tanzeum],FALSE,201405,202108,brand,FALSE
00173086735,0.5 ml albiglutide 100 mg/ml pen injector [tanzeum],FALSE,201405,202108,brand,FALSE
00173086701,0.5 ml albiglutide 100 mg/ml pen injector [tanzeum],TRUE,190001,,brand,FALSE
00173086602,0.5 ml albiglutide 60 mg/ml pen injector [tanzeum],TRUE,190001,,brand,FALSE
00173086601,0.5 ml albiglutide 60 mg/ml pen injector [tanzeum],TRUE,190001,,brand,FALSE
00173086661,0.5 ml albiglutide 60 mg/ml pen injector [tanzeum],FALSE,201407,202010,brand,FALSE
00173086635,0.5 ml albiglutide 60 mg/ml pen injector [tanzeum],FALSE,201405,202108,brand,FALSE
45802010365,alogliptin 12.5 mg oral tablet,TRUE,190001,,generic,FALSE
64764012530,alogliptin 12.5 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764012550,alogliptin 12.5 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764012590,alogliptin 12.5 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764012502,alogliptin 12.5 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
50090557400,alogliptin 25 mg oral tablet,TRUE,190001,,generic,FALSE
71610030009,alogliptin 25 mg oral tablet,TRUE,190001,,generic,FALSE
45802015065,alogliptin 25 mg oral tablet,TRUE,190001,,generic,FALSE
64764025030,alogliptin 25 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764025090,alogliptin 25 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764025002,alogliptin 25 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764025050,alogliptin 25 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
45802008765,alogliptin 6.25 mg oral tablet,TRUE,190001,,generic,FALSE
64764062590,alogliptin 6.25 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
64764062530,alogliptin 6.25 mg oral tablet [nesina],TRUE,190001,,brand,FALSE
50090503301,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014001,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50090503400,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50090503300,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014030,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014090,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014010,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50090503401,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
55154142508,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014050,canagliflozin 100 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
55154142608,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014130,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014190,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014101,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50090502900,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50090436400,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014150,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
50458014110,canagliflozin 300 mg oral tablet [invokana],TRUE,190001,,brand,FALSE
51079020201,chlorpropamide 100 mg oral tablet,FALSE,200706,201102,generic,FALSE
52446011421,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51813004399,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47837009401,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00693001052,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00832096950,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00378019710,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555034705,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47837009400,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00693001005,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
50111037202,chlorpropamide 100 mg oral tablet,FALSE,200706,201303,generic,FALSE
00349840298,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093001001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
58864010030,chlorpropamide 100 mg oral tablet,FALSE,200706,201212,generic,FALSE
54868087700,chlorpropamide 100 mg oral tablet,FALSE,200706,201212,generic,FALSE
47202248302,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093001093,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00349840201,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00349840210,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00182172805,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00580082001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
49727010804,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
46193065010,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47202248301,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00719122012,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00725016705,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00677097105,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00349892905,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093021001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093001056,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00591557904,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
49884007705,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00378019705,chlorpropamide 100 mg oral tablet,TRUE,190001,,generic,FALSE
00839701116,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00005312531,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00349840205,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00349892901,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51432008303,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
57866346201,chlorpropamide 100 mg oral tablet,FALSE,200706,201206,generic,FALSE
00364069901,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51285025202,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00555034904,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00904022560,chlorpropamide 100 mg oral tablet,FALSE,200706,201212,generic,FALSE
00182185101,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00172404060,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00781161305,chlorpropamide 100 mg oral tablet,FALSE,200706,201102,generic,FALSE
17236021001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51079020250,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51432008305,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00677097101,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00591557901,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00693001010,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00405420502,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00157071901,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47679055035,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51813004360,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
53467016700,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47679055001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00686019701,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47837009405,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
50111037201,chlorpropamide 100 mg oral tablet,TRUE,190001,,generic,FALSE
00615254005,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00615254013,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00172404080,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00832096913,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00591557902,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093001010,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
47837009410,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00615254010,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00117127102,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
54569201701,chlorpropamide 100 mg oral tablet,FALSE,200706,201307,generic,FALSE
00555034902,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00839701106,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
17236021005,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00182185189,chlorpropamide 100 mg oral tablet,FALSE,200706,201102,generic,FALSE
00603283528,chlorpropamide 100 mg oral tablet,FALSE,200706,201212,generic,FALSE
00781161301,chlorpropamide 100 mg oral tablet,FALSE,200706,201102,generic,FALSE
00555034704,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00719122610,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00378019701,chlorpropamide 100 mg oral tablet,TRUE,190001,,generic,FALSE
47679055003,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
52555007701,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093001052,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51079020260,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00228215510,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00405420501,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00663393057,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51079020240,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00677097110,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00005312523,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00814169930,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00832096900,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
53506050730,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
50111037203,chlorpropamide 100 mg oral tablet,FALSE,200706,201303,generic,FALSE
46193065001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00093001005,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00223063302,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00527127510,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
53633007701,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00527127501,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00879052210,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00879052201,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00157071905,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51285025205,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00302107001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00228215550,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00725016702,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00580082005,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
49884007710,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00102322001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
49884007701,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00368116301,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00536346205,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00536346201,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
35470015001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00615254001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00719122010,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00686020220,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51285025204,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00591557903,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00349840200,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00832096910,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
53489021001,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
00536346210,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
51079020220,chlorpropamide 100 mg oral tablet,FALSE,200706,201309,generic,FALSE
00143118325,chlorpropamide 100 mg oral tablet,FALSE,200706,201101,generic,FALSE
